id,马来语
3937,"Plugin anda belum disimpan, adakah anda pasti mahu keluar?"
3938,Sila buat plugin terlebih dahulu.
3939,Masukkan nama
3940,Data telah disimpan
3941,Simpan gagal
3942,Klik di sini untuk membuat plugin baru
3943,Menghapus fail akan memindahkan fail model ke folder lalai
3944,Hanya tersedia untuk pemilik rumah
3945,Terdapat dalam mod berdiri sendiri
3946,Nama fail sudah ada.
3947,Pusat Sumber
3948,Tiada fail model ditambahkan
3949,Sila masukkan nama fail
3950,Adakah akan membelanjakan 2880 biji mini untuk membeli sepuluh buah emas untuk hasil panen yang besar? (Hiburan dan penggunaan rasional yang sesuai)
3951,Jangan ingatkan saya lain kali
3952,Edit
3953,Blok baru
3954,Cipta/ kemas kini
3955,Asli@1
3956,Baru@1
3957,Petua: Klik pada nama pilihan untuk melihat keterangannya!
3958,Cipta
3959,Penerangan
3960,Pilih satu@1untuk diubah suai
3961,Umum
3962,Warna
3963,Lain-lain
3964,Haiwan
3965,Raksasa
3966,Lain-lain
3967,Padam
3968,Makhluk baru
3969,Keluar
3970,Tiada plugin untuk dipadamkan
3971,Pilih plugin dan cubalah!
3972,Memerlukan #cfa7a0f@1#nbahan
3973,Edit@1
3974,Sintesis automatik semasa pengeluaran
3975,Teruskan
3976,Tutorial
3977,Uji Server
3978,Blok miniatur
3979,"Untuk pengalaman yang lebih baik, sokongan untuk sistem XP telah ditangguhkan, sila cuba lagi setelah menaik taraf sistem"
3980,"#cfa7a0fApa itu pakej plugin:#n
 Pakej plugin adalah pakej bersepadu banyak plugin, termasuk banyak plugin.
 
 bagaimana nak guna:
 Semasa membuat peta baru, pilih plugin → pilih pakej plugin → klik + untuk memilih pakej plugin di sebelah kanan, kemudian masukkan permainan, semua antara muka dalam pakej plugin akan dimuat dan berkesan!"
3981,"#cfa7a0fBagaimana menyuntingkan plugin?#n
 1. Masukkan perpustakaan plugin dan klik Edit.
 2. Pilih blok atau makhluk dan buat item pengubahsuaian baru. (Buat masa ini, anda hanya boleh mengubah perkara asli dalam permainan)
 3. Laraskan nama atau sifat konfigurasi item yang diubah suai.
 4. Simpan, kembali ke antara muka utama permainan, pergi untuk mencipta dunia baru dan pilih pelugin."
3982,"#cfa7a0fBagaimana memuatkan plugin?#n
 1. Pilih plugin yang akan dimuat dari kiri, dan klik butang +.
 2. Klik OK untuk kembali ke peraturan membuat peta, dan kemudian klik untuk memulakan permainan, dan peta yang dibuat akan mempunyai kesan plugin."
3983,Bantuan berkaitan plugin
3984,"Plugin telah berjaya dibuat, anda boleh mula penyuntingan!"
3985,Sila pilih gambar yang lebih kecil daripada 1M
3986,Carta paparan
3987,"Fungsi menyesuaikan peta paparan akan tersedia dalam versi berikutnya, jadi nantikan!"
3988,Buka pilihan penyuntingan
3989,Buka arahan suntingan
3990,Pengubahsuaian @1 telah dibuat
3991,Adakah anda pasti mahu memadamkan plugin ini?
3992,Berjaya dipadamkan
3993,Melekat gambar
3994,"Fungsi khas pelekat akan tersedia dalam versi berikutnya,sila tunggu!"
3995,"Fungsinya belum dibuka, jadi nantikan versi baru"
3996,Klik butang Baru untuk membuat plugin baru!
3997,"Fungsi penyuntingan plugin baru dikembangkan, klik di sini untuk masuk"
3998,Berikut adalah maklumat bantuan yang berkaitan dengan pakej plugin!
3999,"Setelah membaca bantuan, plugin yang anda buat pasti menyeronokkan!"
4000,Sandarkan /pulihkan
4001,Sandarkan
4002,Padamkan
4003,Pulihkan
4004,Ingatan
4005,Mengemas kini pelanggan atau membuka ruang selepas sandaran dapat mengurangkan risiko kerosakan arkib.
4006,"Memuatkan plugin boleh merosakkan arkib, \n buat sandaran terlebih dahulu dan kemudian kembalikan setelah rosak."
4007,Ingatlah membuat sandaran!
4008,Pulihkan pengesahan
4009,"Akan menimpa kemajuan arkib semasa anda dengan sandaran ""@1"""
4010,Adakah mahu meneruskan?
4011,(Anda akan kehilangan proses semasa)
4012,Sahkan
4013,Batalkan
4014,Adakah anda pasti mahu memadamkan sandaran ini?
4015,(Tidak dapat dipulihkan selepas penghapusan!)
4016,Sandaran berjaya
4017,Sandaran gagal
4018,Berjaya dipulihkan
4019,Gagal dipulihkan
4020,"Anda hanya boleh membuat 3 sandaran paling banyak, hapus satu sebelum membuat sandaran"
4021,Klik untuk memasukkan nama sandaran
4022,Tips
4023,Buat sandaran
4024,Pemuatan langsung
4025,Sandarkan dan teruskan
4026,Menyandarkan
4027,Memulihkan
4028,Sila tingkatkan ke versi terbaru pelanggan
4029,(Tidak disandarkan)
4030,Telah disandarkan
4031,Sandaran peta
4032,"Arkib boleh disandarkan, membukanya dan menyemaknya!"
4033,Klik untuk membuka pengurusan sandaran arkib
4034,Tidak dapat memasuki bilik(@1)
4035,Adakah anda pasti memadam e-mel itu?
4036,"Ikuti arahan untuk membuat sandaran bilik sebelum membuat ruangan. Hanya ada satu sandaran dalam talian pada masa yang sama, dan sandaran baru akan menggantikan yang lama!"
4037,Acara telah tamat
4038,"Kawasan ini sedang dalam pengubahsuaian, sila tunggu"
4039,Muat Turun
4040,Popular hari ini
4041,Pengguna berlian kuning boleh menikmati keistimewaan berikut:
4042,"Yellow Diamond Aristocratic Exclusive Item #CEF2D2D8 #N Diskaun, pelbagai keistimewaan, pelbagai pakej hadiah!"
4043,"Untuk keistimewaan berlian kuning, sila ikuti #L #CFA7A0F Website Rasmi Diamond #N"
4044,Keistimewaan Noble Diamond Yellow
4045,Pek Daily Daily Diamond Yellow
4046,Yellow Diamond Deluxe Edition Extra Get
4047,Yuran Tahunan Yellow Diamond Nolles Dapatkan Extra
4048,Pek Hadiah Noble Diamond Yellow Noble
4049,Pek Hadiah Diamond Kuning
4050,1. Pek Novice Diamond Yellow
4051,2. Pek Daily Diamond Yellow
4052,3. Nikmati Diskaun Recharge 20% Off
4053,4. Logo eksklusif untuk berlian kuning
4054,Carta paparan:
4055,Nama Plugin:
4056,Penerangan Plugin
4057,Plugin
4058,Plugin
4059,Sahkan
4060,Pilih pakej plugin
4061,Pakaian Plugin
4062,Tambah
4063,Penyuntingan Plugin
4064,Pakaian Plugin
4065,Pilih Plugin
4066,Plugin yang dimuatkan
4067,Pakaian Plugin
4068,"Cara mengedit pakej pemalam:
 1. Tambahkan plugin yang perlu anda gunakan.
 2. Tukar nama dan keterangan pakej plugin.
 3. Kembali, pergi untuk membuat peta atau gunakan antara muka plugin peta!"
4069,"#cfa7a0fApa itu plugin?#n
 Plugin adalah alat yang dapat mengubah blok/makhluk/alat peraga asal peta, dan juga dapat menambahkan konten permainan khusus.
 Plugin disimpan di perpustakaan plugin, yang diwakili sebagai blok, makhluk atau alat peraga satu persatu.
 
 #cfa7a0fBagaimana membuat plugin?#n
 Masukkan perpustakaan plugin → klik butang buat → simpan dan kembalikan → plugin yang dibuat akan disimpan di pustaka plugin.
 
 #cfa7a0fBagaimana menggunakan plugin? #n
 Plugin perlu dimuat dalam peta agar dapat dilaksanakan. Kaedah pemuatan adalah seperti berikut:
 1. Pilih plugin yang akan dimuat semasa #c0aaa1membuat dunia baru #n, dan ia akan berlaku setelah memasuki permainan.
 2. Di antara muka pengurusan plugin peta #c0aaa1a (pintu masuk di sebelah kiri butang sandaran, hanya peta dengan plugin yang dimuat yang dapat dibuka), pilih pemalam yang akan dimuat, dan masukkan permainan untuk dimuat dan berlaku ."
4070,"#cfa7a0fBagaimana memuatkan plugin?#n
 1. Klik Tambah plugin → pilih plugin yang akan dimuat → sahkan untuk ditambahkan → kali ini plugin yang akan dimuat telah dipilih.
 2. Klik OK untuk memilih dan kembali untuk mencipta dunia baru.
 3. Klik untuk memulakan permainan, plugin yang dipilih akan dimuat dan berkesan!"
4071,"#cfa7a0fBagaimana memuatkan plugin?#n
 1. Klik Tambah plugin → pilih plugin yang akan dimuat → sahkan untuk ditambahkan → kali ini plugin yang akan dimuat telah dipilih.
 2. Klik OK untuk memilih dan kembali ke senarai arkib.
 3. Masuk ke permainan, plug-in yang dipilih akan dimuat dan berkesan!"
4072,"#cfa7a0fBagaimana menambahkan plugin?#n
 1. Klik tanda centang di sudut kanan atas plugin dan pilih plugin yang ingin anda tambahkan.
 2. Klik OK untuk menambah, dan plugin yang dipilih akan ditambahkan.
 3. Kemudian mulakan permainan, anda boleh memainkan peta yang diubah dengan plugin dengan senang hati!"
4073,Hantar
4074,Kosong
4075,Saya bersetuju untuk#L#cfa7a0fmemuat naik karya dan perjanjian pengguna bengkel mini
4076,"Terms of Use for the Gallery

If you have any questions about, or if you wish to send us any notices in relation to, this Term of Use for the Gallery (hereinafter referred as “Agreement”), please contact us at miniwantech@gmail.com.

1. Acceptance of the Agreement 
Unless expressly defined otherwise this Agreement, all capitalized terms in this Agreement shall have the same meaning as defined in the Terms of Use and the Privacy Policy. 

You agree to be bound by the the Agreement, the Terms of Use, the Privacy Policy and any other agreements entered by you with Miniwan related to the software“Miniworld: Block Art” (Collectively referred as the “Terms”). Anything not agreed in this Agreement shall be executed as agreed in the Terms.

2. Intellectual Property
With the elements, tools, functions and other contents in or of our software “Miniworld: Block Art”, our Services may allow you to communicate, submit, upload or otherwise make available text, images, audio, video, competition entries or other content, which may be accessible and viewable by the public (“User modified Contents”). You may not submit or upload User modified Contents that is defamatory, harassing, threatening, bigoted, hateful, violent, vulgar, obscene, pornographic, or otherwise offensive or that harms or can reasonably be expected to harm any person or entity, whether or not such material is protected by law. 

Ownership of the Intellectual Property. The visual interfaces, graphics, design, compilation, information, data, computer code (including source code or object code), products, software, services, all other elements of the Service and the User modified Contents (-Intellectual Property- or -IP-) are protected by law. All IP contained in the Service is our property or third-party licensors’ property. Except as expressly authorized by us in these Terms, you may not make use of any IP contained in the Service. We reserve all rights to the IP not granted expressly in these Terms. 

You are solely responsible for the User modified Contents you have made and you represent and warrant that: (i)You have the necessary licenses, rights, consents, and permissions, to communicate, submit, upload or make the User modified Contents Representations; and (2) the User modified Contents, and the use of your User modified Contents, does not and will not: (i) infringe, violate, or misappropriate any third-party right, including any copyright, trademark, patent, trade secret, moral right, privacy right, right of publicity, or any other intellectual property or proprietary right; (ii) slander, defame, libel, or invade the right of privacy, publicity or other property rights of any other person; (iii) require Miniwan to obtain any further licenses from or pay royalties or compensation or other amounts or provide any attribution to any third parties; (iv) result in a breach of contract between you and a third party; or (v) cause us to violate any law or regulation. You agree to pay all monies owing to any person as a result of providing the User modified Contents. 

You agree to indemnify and hold us and our subsidiary and affiliated companies, and each of their respective employees and officers, harmless from any demands, loss, liability, claims or expenses (including attorneys' fees), made against us by any third party arising out of or in connection with our use and exploitation of the User Generated Content. You also agree not to enforce any moral rights, ancillary rights or similar rights in or to the User Generated Content against us or our licensees, distributors, agents, representatives and other authorized users, and agree to procure the same agreement not to enforce from others who may possess such rights. 

We have the right but not the obligation to monitor, screen, post, remove, modify, store and review User modified Content or communications sent through Service, at any time and for any reason, including to ensure that the User Modified Content or communication conforms to the Terms, without prior notice to you. We are not responsible for, and do not endorse or guarantee, the opinions, views, advice or recommendations posted or sent by users. 

3. MONITORING AND PROHIBITED ACTIVITIES
We have no obligation to monitor the User modified Content and we are not responsible for monitoring the Service for inappropriate or illegal Content or conduct by other players. However, we do reserve the right, in our sole discretion, to monitor and/or record your interactions with the Services and other players (including chat text and voice communications) when you are using the Services.

You agree not to engage in any of the following prohibited activities on or in relation to our services, or allow any person to use Your Account with us to do the same:
• send any unsolicited, unauthorised spam (such as spam comments in our social media services), advertising or promotional messages, or any other commercial communications;
• submit, upload, transmit or display, through our services, any content (whether displayed publicly or not, and whether displayed directly or indirect to any other users) which in fact or in our reasonable opinion:
o breaches any laws or regulations (or may result in a breach of any laws or regulations when used in a manner permitted by this Terms of Use);
o creates a risk of loss or damage to any person or property;
o is fraudulent, false, misleading or deceptive;
o harms or exploits any person (whether adult or minor) in any way, including via bullying, harassment or threats of violence;
o is hateful, harassing, abusive, racially or ethnically offensive, defamatory, humiliating to other people (publicly or otherwise), threatening, profane or otherwise objectionable;
o promotes or encourages self-harming;
o infringes our rights or any third party’s rights, including any intellectual property rights, contractual rights, confidentiality rights or privacy rights;
o is pornographic, sexually explicit, violent or otherwise of an indecent or offensive nature; or
o encourages or is likely to encourage any of the above;
• violate any applicable laws or regulations, including credit card fraud or bank account fraud;
• engage in any illegal or potentially illegal (as determined by us) activities or transactions, including sale of any illicit drugs or money laundering;
• gamble, provide gambling information or entice others to engage in gambling through any method;
• use or exploit any of our intellectual property rights (including our trademarks, brand name, logo, any other of our proprietary information or the layout or design of any page), or otherwise infringe on any of our intellectual property rights (including attempting to reverse engineer any applications or software used to access our services);
• access any of our services, collect or process any content made available through our services, send or redirect any communications through our services, in each case, through the use any automated bots, software, engines, crawlers, scrapers, data mining tools or the like, or attempt to do any of the foregoing, including using any automated means to artificially promote any content;
• engage in any “framing”, “mirroring,” or other techniques directed at simulating the appearance or function of our services;
• interfere with, or attempt to interfere with, any user’s or any other party’s access to our services;
• intentionally distribute viruses, worms, Trojan horses, corrupted files or other malicious code or items;
• share or publish any other person’s personally identifiable information using our services without their express consent;
• probe or test the vulnerability of, or otherwise circumvent (or attempt to circumvent) any security features on, our services, our systems or the systems of other users;
• create multiple accounts for disruptive or abusive purposes; or
• engage in any other activity that encourages any person or entity to breach this Terms of Use.

4. Indemnity
You agree that you will be responsible for your use of the Service, and you agree to defend and indemnify us and our officers, directors, employees, consultants, affiliates, investors, business partners, subsidiaries and agents (together, the -Affiliated Parties-) from and against every claim, liability, damage, loss, and expense, including reasonable attorneys’ fees and costs, arising out of or in any way connected with: (a) your access to, use of, or alleged use of the Service; (b) your violation of any portion of these Terms, any representation, warranty, or agreement referenced in these Terms, or any applicable law or regulation; (c) your violation of any third-party right, including any intellectual property or proprietary right, publicity or privacy right, property right, or confidentiality obligation; or (d) any dispute or issue between you and any third party. We reserve the right, at our own expense, to assume the exclusive defense and control of any matter otherwise subject to indemnification by you (without limiting your indemnification obligations with respect to that matter), and in that case, you agree to cooperate with our defense of that claim.

YOU AGREE TO INDEMNIFY US, OUR PARTNERS AND OUR AFFILIATE COMPANIES FROM AND AGAINST ANY CLAIM, SUIT, ACTION, DEMAND, DAMAGE, DEBT, LOSS, COST, EXPENSE (INCLUDING LITIGATION COSTS AND ATTORNEYS’ FEES) AND LIABILITY ARISING FROM: (I) YOUR USE OF OUR SERVICES OR SOFTWARE; OR (II) YOUR BREACH OF THIS TERMS OF USE."
4077,Sila klik butang tambah untuk menambah plugin!
4078,Faham!
4079,Berjaya ditambahkan
4080,E-mel
4081,Pilih E-mel
4082,Pasukan MiniWorld
4083,Terima
4084,Ke
4085,"Sambungan rangkaian tidak stabil, sila cuba sebentar lagi"
4086,Tinggal:
4087,hari
4088,Jam:
4089,"Gagal, sila cuba lagi"
4090,Terima alat E-mel
4091,Sudah dituntut
4092,Tiada E-mel
4093,Baru
4094,Tambah
4095,Plugin yang dipilih akan dimuat setelah memulakan permainan.
4096,"Plugin terpilih:@1, pakej plugin:@2"
4097,Sahkan
4098,Petua:Klik O untuk memilih plugin yang akan dimuat.
4099,Plugin terpilih:@1
4100,Pakej plugin dipilih:@1
4101,Plugin berjaya dimuatkan
4102,Masuk permainan
4130,Alat
4131,Senjata
4132,Lain-lain
4133,Peralatan
4150,Tidak
4151,Ya
4152,Dekat
4153,Serangan dari jauh
4154,Letupan
4155,Biologi
4156,Blok
4157,Makhluk dan blok
4158,Tembak
4159,Letupan
4200,Rintangan letupan
4201,"Kemampuan kubus untuk menahan letupan, semakin tinggi, semakin kecil kemungkinannya diletupkan.
 (Contohnya: blok tanah adalah 5, batu itu 55, batu lebih tahan terhadap letupan, -1 bermaksud tidak dapat diletupkan)"
4202,kekerasan
4203,"Masa yang diperlukan untuk mengumpulkan blok, semakin besar nilainya, semakin lama diperlukan.
 (Contohnya: papan adalah 3, batu itu 7, waktu pengumpulan batu lebih lama, -1 bermaksud tidak dapat dihancurkan.)"
4204,Inersia pelindung
4205,"Inersia berjalan di blok, semakin besar nilainya, semakin sukar untuk berhenti.
 (Contohnya: inersia ais agak besar, dan berjalan di atas ais akan meluncur)"
4206,Kelajuan pembakaran
4207,"Kelajuan pembakaran blok, semakin besar nilainya, semakin cepat ia terbakar.
 (Contohnya: kayu adalah 1 dan daunnya 5, daun akan membakar lebih cepat)"
4208,Kebarangkalian terbakar
4209,"Kemungkinan pembakaran blok, semakin besar nilainya, semakin mudah terjejas oleh blok pembakaran dan pembakaran yang berdekatan."
4210,Kecerahan sumber cahaya
4211,"Apabila lebih besar daripada 1, kotak akan memancarkan cahaya, semakin besar nilainya, semakin kuat cahaya."
4300,Nyawa
4301,"Nilai hidup makhluk, jika nilai kesihatan turun menjadi 0, makhluk itu akan mati."
4302,Serangan
4303,"Kekuatan serangan makhluk, setiap 1 titik serangan dapat mengurangkan kesihatan sasaran dengan 1."
4304,Medan visual
4305,"Semakin besar bidang penglihatan makhluk, semakin jauh sasarannya dapat dijumpai.
 (Contoh: 10 bermaksud bahawa makhluk dapat mencari sasaran dalam 10 blok)"
4306,Bilangan kejadian
4307,Jumlah maksimum makhluk berdekatan yang sama muncul pada masa yang sama.
4308,Biologi zum
4309,"Gandaan perubahan isipadu makhluk, semakin besar nilainya, semakin besar model biologi."
4310,Kelajuan gerak
4311,"Kelajuan gerak makhluk, semakin besar nilainya, semakin cepat gerak.
 (Kelajuan standard adalah 400)"
4312,Pertahanan jarak dekat
4313,Setiap 1 titik pertahanan jarak dekat mengurangkan kerosakan jarak dekat yang diterima sebanyak 4%.
4314,Perisai jarak jauh
4315,Setiap 1 titik pertahanan jarak jauh mengurangkan kerosakan jarak jauh yang diterima sebanyak 4%.
4316,Perisai letupan
4317,Setiap 1 titik pertahanan letupan mengurangkan kerosakan letupan yang diterima sebanyak 4%.
4400,Jumlah timbunan maksimum
4401,Jumlah alat penyusun maksimum dalam beg galas.
4402,Jadikannya Alat?
4403,"Jika digunakan sebagai alat, fungsi dan atribut alat dapat dikonfigurasi"
4404,Jadikannya makanan?
4405,"Jika digunakan sebagai makanan, fungsi dan sifat makanan dapat dikonfigurasi"
4406,Jadikan ia berbentuk unjuran
4407,"Sekiranya dapat digunakan sebagai proyektil, fungsi dan atribut proyektil dapat dikonfigurasi"
4408,Ganjaran kecekapan
4409,Faktor ganjaran kecekapan menggunakan alat untuk mengumpulkan blok hanya akan berlaku untuk kelas alat.
4410,Jenis Serangan
4411,Jenis alat serangan
4412,Serang
4413,"Kekuatan serangan alat, setiap 1 titik daya serangan mengurangkan 1 nyawa sasaran."
4414,Ketahanan
4415,Rintangan alat. Alat yang rosak sepenuhnya semasa rintangan = 0
4416,Graviti
4417,"Graviti proyektil ketika terbang, semakin kecil nilainya, semakin jauh ia akan terbang."
4418,Kelajuan tembakan
4419,"Kelajuan awal di mana proyektil terbang, semakin besar nilainya, semakin jauh ia akan terbang."
4420,Pereputan laju
4421,"Kelajuan di mana proyektil terbang, semakin kecil nilainya, semakin jauh ia akan terbang."
4422,Kitar semula
4423,Adakah peluru dapat diambil setelah jatuh di tanah dan digunakan semula.
4424,Jenis sasaran
4425,Kawal jenis sasaran yang dapat dilanggar oleh proyektil.
4426,Pencetusan kelewatan
4427,Berapa lama masa yang diperlukan untuk memproyeksikan projektor setelah mencapai sasaran.
4428,Serangan
4429,Kekuatan serangan proyektil mengurangkan jangka hayat sasaran sebanyak 1 titik daya serangan.
4430,Jenis Serangan
4431,Jenis serangan peluru adalah tembakan titik dan letupan.
4432,Masa penggunaan
4433,Masa yang diperlukan untuk mengambil makanan.
4434,Pengukuran rasa lapar
4435,Peningkatan rasa lapar selepas digunakan.
4436,Meningkatkan daya tahan lapar
4437,Peningkatan daya tahan lapar selepas digunakan.
4438,Sembuhkan HP
4439,Nilai kesihatan dipulihkan setelah digunakan.
4440,Masa pengecasan
4441,Masa pengisian senjata jarak jauh yang dicas.
4442,Jenis penggunaan
4443,"Untuk mengawal penggunaan alat peraga, hanya jenis penyangga yang sesuai dengan jenis penggunaan yang dapat berlaku.
 Sebagai contoh, senjata jarak jauh harus sesuai dengan senjata jarak jauh atau senjata api yang dikenakan, dan Apple harus sesuai dengan makanan."
4444,Serangan
4445,Kekuatan serangan senjata api mengurangkan nyawa sasaran sebanyak 1 per titik kekuatan serangan.
4446,Jurang menembak
4447,"Selang tembakan senjata api, semakin besar nilainya, semakin perlahan kelajuan menembak berterusan."
4448,Mod tembakan
4449,Kawal sama ada senjata api dapat menembak secara berterusan.
4450,Kapasiti
4451,"Jumlah peluru di majalah, setelah menyala, anda perlu menukar peluru untuk terus menembak."
4452,Mod tembakan
4453,Kawal sama ada alat peluru yang sesuai perlu digunakan untuk menembak atau menukar majalah.
4454,Peluru
4455,Penerangan peluru
4456,Kuantiti penggunaan
4457,Penerangan mengenai kuantiti penggunaan
4458,Kejatuhan graviti
4459,Penerangan penurunan graviti
4460,Jatuhkan sekatan
4461,Penerangan jatuhkan sekatan
4462,Jenis perlanggaran
4463,Kawal sama ada blok boleh dilalui: udara-dapat melewati; pepejal-tidak dapat melewati; cecair-dapat melewati tetapi melambatkan; tidak menyekat peluru: hanya peluru yang dapat melewati.
4464,Udara
4465,Boleh melalui
4466,Padat
4467,Tidak boleh melalui
4468,Cecair
4469,Boleh melewati tetapi melambatkan
4470,Tidak menghalang projektil
4471,Hanya projektil yang dapat melalui
4472,Peluru tanpa batas
4473,Tiada penggunaan untuk menukar peluru
4474,Peluru terhad
4475,Perlu peluru untuk menembak
4476,Tidak perlu peluru
4477,Tidak perlu peluru untuk menembak
4478,Jenis alat
4479,Blok
4480,Barang- barang
4481,Alat
4482,Satu set barang
4483,Raksasa
4484,UID
4485,Busur
4486,Peluru /Pelempar
4487,Peralatan
4488,Senjata api
4489,Makanan
4490,Alat + Pelempar
4491,Alat + makanan
4492,Blok = makanan
4493,Item15
4494,Item16
4495,Item17
4496,Item18
4497,Item19
4498,Item20
4499,Item21
4500,Tidak
4501,Ya
4502,Dekat
4503,Serangan dari jauh
4504,Letupan
4505,Perlanggaran makhluk
4506,Perlanggaran blok
4507,Makhluk dan blok
4508,Tembak
4509,Letupan
4510,Alat biasa
4511,Klik petak sasaran
4512,Klik pada petak cecair
4513,Klik butang penggunaan
4514,Serangan dari jauh (busur)
4515,Makanan
4516,Penggunaan beg galas
4517,Digunakan di gudang
4518,Serangan dari jauh (pistol)
4519,"Kredit belum dibuka, sila muat turun versi mudah alih dari Google atau Apple App Store untuk kredit"
4520,Isi ulang akan dibuka
4521,Anda telah mengumpulkan 2 jam masa dalam talian.
4522,"Saya bosan membeli-belah, berehat sebentar, disarankan untuk pergi membeli-belah dalam talian"
4523,"Sila periksa untuk menyetujui ""Muat Naik Kerja dan Perjanjian Pengguna Bengkel Mini"
4530,Pendek
4531,Sederhana
4532,Panjang
4533,Sedikit
4534,Sederhana
4535,Banyak
4536,Rendah
4537,Sederhana
4538,Tinggi
4539,Perlahan
4540,Sederhana
4541,Cepat
4542,Pilih peluru
4543,Pratetap
4544,Kustom
4545,Pilih peluru
4546,Pratetap
4547,Kustom
4548,"Petua: Alat peraga yang baru dibuat boleh didapati dalam mod edit ""Beg galas-Edit"""
4549,Pilih penampilan blok
4550,Jumlah timbunan maksimum
4551,Serangan memakan daya tahan
4552,Jenis alat
4553,Kosong
4554,Kapak
4555,Tukul
4556,Penyodok
4557,Gunting
4558,Jenis alat 6
4559,Jenis alat 7
4560,Jenis alat 8
4561,Jenis alat 9
4562,Jenis alat 10
4563,Tahap alat
4564,Ketahanan penggunaan koleksi
4565,Perbaikan bahan
4566,Jumlah perbaiki
4567,Ganjaran kelajuan awal
4568,Sebagai objek pelemparan
4569,Mod pengumpulan
4570,Pengumpulan biasa
4571,Dilepaskan setelah pengumpulan penuh
4572,Tidak perlu pengumpalan
4573,Selang lemparan
4574,Jenis Senjata
4575,Pistol
4576,Pistol mesin
4577,Penembak tepat
4578,Mesingan
4579,Pistol
4580,Jenis senjata api 6
4581,Jenis senjata api 7
4582,Jenis senjata api 8
4583,Jenis senjata api 9
4584,Jenis senjata api 10
4585,Berat
4586,Atribut Asas
4587,Atribut koleksi
4588,Atribut ketahanan
4589,Atribut projektil
4590,Buat alat peraga tersuai
4591,Sila pilih jenis alat peraga yang akan dibuat
4592,Sila pilih jenis penyokong
4593,Selang lemparan
4594,"Jenis senjata api mempengaruhi kesan mundur, bunyi dan kesan tembakan."
4595,"Jenis alat dan tahap alat mempengaruhi blok mana yang dapat dikumpulkan oleh alat.
 Sebagai contoh, beliung: Tahap 1 dapat melombong batu, tingkat 2 dapat melombong bijih besi halus, dan tahap 3 dapat menambang bijih emas kilat."
4596,Dihancurkan oleh lemparan
4597,Hancurkan blok
4598,Penerangan mod tembak
4599,Manual
4600,Separa automatik
4601,Automatik sepenuhnya
4602,Kumpulkan
4603,"Apabila kelaparan>=#c0aaa1a%s#n, ada peluang #c0aaa1a%s#n untuk mengumpulkan #c0aaa1a%s#n sekitarnya."
4604,Kebarangkalian pelaksanaan
4605,Skop Carian
4606,Sasaran pengumpulan
4607,Adakah sasaran matang
4608,Kelajuan gerak
4609,Penilaian kelaparan
4610,Kadar Kelaparan
4611,Jam/Saat
4612,Ambil
4613,"Apabila lapar>=#c0aaa1a%s#n, ada peluang #c0aaa1a%s#n untuk mengambil #c0aaa1a%s#n sekitarnya sehingga anda mempunyai #c0aaa1a%s#n."
4614,Ambil sasaran
4615,Bilangan pegangan
4616,Penyimpanan
4617,"Kelaparan>=#c0aaa1a%s#n dan bilangan #c0aaa1a%s#n di dalam beg galas>=#c0aaa1a%s#n, ada peluang #c0aaa1a%s#n untuk menyimpannya di #c0aaa1a%s#n."
4618,Alat yang ada
4619,Kuantiti alat
4620,Sasaran simpanan
4621,Pemilihan bekas
4622,@Null@
4623,@Null@
4624,@Null@
4625,@Null@
4626,Tanaman
4627,"Apabila lapar>=#c0aaa1a%s#n, ada peluang#c0aaa1a%s#n untuk menggunakan #c0aaa1a%s#nterhadap#c0aaa1a%s#n."
4628,Blok sasaran
4629,Alat yang digunakan
4630,Pilih alat
4631,Alat yang digunakan
4632,@Null@
4633,@Null@
4634,@Null@
4635,Penjaga
4636,"Apabila lapar>#c0aaa1a%s#n, terdapat peluang#c0aaa1a%s#nuntuk berjaga-jaga di#c0aaa1a%s#n."
4637,Blok penjaga
4638,Ambil
4639,"Apabila lapar>=#c0aaa1a%s#n, ada peluang#c0aaa1a%s#nuntuk mengambil#c0aaa1a%s#ndari#c0aaa1a%s#nyang berdekatan sehingga anda mempunyai#c0aaa1a%s#n."
4640,Pilihan bekas
4641,Keluarkan alat peraga
4642,Jumlah alat
4643,Buat
4644,"Apabila lapar>=#c0aaa1a%s#n, ada peluang#c0aaa1a%s#nuntuk membuat #c0aaa1a%s#n."
4645,Pemilihan formula
4646,Masa pengeluaran
4647,Pilih resipi
4648,Tidur
4649,Terdapat peluang#c0aaa1a%s#nuntuk mula tidur pada#c0aaa1a%s#npada waktu permainan dan tidur#c0aaa1a%s#njam.
4650,Masa tidur
4651,Tempoh tidur
4652,Lokasi tidur
4653,Jam
4654,Lapar
4655,"Semasa lapar<#c0aaa1a%s#n, duduk diam."
4656,Penilaian kelaparan
4657,Tempoh masa
4658,Pemakan pemilih
4659,Perlu makanan
4660,Pilih makanan
4661,@Null@
4662,@Null@
4663,@Null@
4664,@Null@
4665,Makan
4666,"Apabila lapar<=#c0aaa1a%s#n, jika ada makanan di dalam beg galas, bawa keluar untuk makan, jika tidak, menghela nafas sebentar."
4667,Pemakan pemilih
4668,Pilih makanan
4669,Serang
4670,"Tahap kelaparan>#c0aaa1a%s#n, ada kebarangkalian#c0aaa1a%s#nuntuk menyerang#c0aaa1a%s#nsehingga bilangannya kurang daripada#c0aaa1a%s#n."
4671,Pilih sasaran
4672,Nombor
4673,Sama ada sudah membiak
4674,Organisma pembiakan
