id,阿拉伯语
4077,انقر لاضافة مكوّن إضافيّ
4078,فهمت
4079,تم الاضافة بنجاح
4080,رسالة
4081,اختر رسالة بريدية
4082,فريق ميني وورلد رسمياً
4083,استلم
4084,اذهب الى
4085,الإتصال بالانترنت غير ثابت، يرجى المحاولة مرّة اخرى بعد قليل
4086,مدة الصلاحية:
4087,يوم
4088,ساعات
4089,فشل الاستلام، من فضلك اعد المحاولة بعد قليل
4090,جمع عناصر البريد
4091,تم الحصول عليها
4092,لا يوجد رسالة جديدة الان
4093,جديد
4094,اضافة
4095,قم بإعادة تشغيل اللعبة لجعل المكوّنات الإضافيّة تصبح فعّالة.
4096,"تم اختيار المكون الاضافي :@1 , حقيبة المكونات الاضافية :@2"
4097,تأكيد الاختيار
4098,تنبيه : اضغط على O لاختيار المكونات التي ترغب في اضافتها
4099,تم اختيار المكون الاضافي :@1
4100,تم اختيار حقيبة المكونات الاضافيه :@1
4101,تم تحميل المكونات الإضافية
4102,أدخل إلى اللعبة
4130,انواع المعدات
4131,الأسلحة
4132,الانواع الاخرى
4133,المعدات
4150,لا
4151,نعم
4152,القتال المتلاحم
4153,الهجوم عن بعد
4154,تفجير
4155,المخلوقات
4156,الكتل
4157,الاحياء والكتل
4158,اضغط للاطلاق
4159,تفجير
4200,مقاومة التفجير
4201,"قدرة الكتلة على مقاومة الانفجارات ، فكلما زادت الكتلة ، قل احتمال تفجيرها.
 (على سبيل المثال: كتلة التربة 5 ، الحجر 55 ، الحجر أكثر مقاومة للانفجار ، -1 يعني أنه لا يمكن تفجيره)"
4202,الصلابة
4203,"الوقت اللازم لتجميع الكتل ، كلما زادت القيمة ، زاد الوقت الذي تستغرقه.
 (على سبيل المثال: اللوح الخشبي 3 ، الحجر 7 ، وقت جمع الحجر أطول ، -1 يعني غير قابل للتدمير.)"
4204,تسارع الانزلاق
4205,الانزلاق على الكتل، كلما كان العدد اكبر كلما كان من الصعب التوقف (مثال:طبيعة الانزلاق للجليد تكون اقوى، لذلك يسهل الانزلاق على الجليد)
4206,سرعة الاحتراق
4207,"سرعة احتراق الكتلة ، كلما زادت القيمة ، زادت سرعة احتراقها.
 (على سبيل المثال: الخشب يساوي 1 ، أوراق الشجر 5 ، الأوراق ستحترق بشكل أسرع)"
4208,احتمالية الاحتراق
4209,احتمالية احتراق الكتل. كلما كان العدد اكبر كلما زادت احتمالية الاحتراق نتيجة لوجود نيران قريبة .
4210,درجة الاضاءة
4211,"في حالة زيادة الرقم عن 1 , سوف تشع المربعات بالضوء تلقائياً , كلما زاد الرقم كلما زادت قوة الاضاءة"
4300,القيمة الصحية
4301,قيمة حياة الكائن، إذا انخفضت القيمة الصحية إلى 0 ، سيموت المخلوق.
4302,الهجوم
4303,القوة الهجومية للمخلوقات ، كل نقطة هجوم واحدة يمكن أن تقلل من صحة الهدف بمقدار 1.
4304,نطاق الرؤية
4305,نطاق الرؤية الخاص بالمخلوقات. كلما زاد كلما تمكن من الرؤية لمسافة ابعد واكتشاف الاهداف.(مثال : 10 يعبر على انه يمكنه رؤية الاهداف المتواجدة في مسافة ال 10 كتل)
4306,اعداد الظهور
4307,أقصى عدد لظهور الكائنات القريبة من نفس النوع في نفس الوقت
4308,التكبير البيولوجي
4309,"مضاعفة حجم جسد المخلوقات , كاما زاد العدد كلما زاد الحجم ."
4310,سرعة التحرك
4311,"سرعة تحرك المخلوقات , كلما زاد الرقم كلما تمكن من التحرك بشكل اسرع . (السرعة التقليدية هي 400)"
4312,الدفاع ضد الهجوم المتلاحم
4313,"كل نقطة من مقاومة القتال المتلاحم , تقلل 4%من الاضرار الناتجة عن القتال المتلاحم"
4314,درع طويل المدى
4315,"كل نقطة من مقاومة الهجوم عن بعد , تقلل 4 %من الاضرار الناتجة عن الهجوم عن بعد"
4316,درع ضد التفجيرات
4317,"كل نقطة من مقاومة التفجيرات , تقلل 4%من الاضرار الناتجة عن التفجيرات."
4400,العدد الأقصى للعناصر المكدسة
4401,اكبر عدد للمعدات التي يمكن تكديسها بالحقيبة
4402,استخدامها كأداة؟
4403,إذا تم استخدامها كأداة ، يمكن تكوين وظائف وسمات الأداة
4404,استخامه كطعام؟
4405,إذا تم استخدامه كغذاء ، يمكن تكوين وظائف وسمات الطعام
4406,استخدامها كقذيفة؟
4407,إذا كان من الممكن استخدامه كقذيفة ، فيمكن تكوين وظائف وسمات المقذوف
4408,مكافأة الكفاءة
4409,مكافأة الفعالية تجتمع لأدوات جمع الكتل. فقط لفئة الأداة.
4410,انواع الهجوم
4411,انواع هجوم المعدات
4412,القدرة الهجومية
4413,قوة هجوم الأداة ، كل نقطة واحدة من قوة الهجوم تقلل من عمر الهدف 1.
4414,درجة الاستمرارية
4415,درجة استمرارية المعدات، في حالة انخفاضها الي 0 تعني ان الأداة ستتلف.
4416,الجاذبية
4417,"جاذبية اداة التصويب اثناء الطيران , كلما انخفض الرقم كلما تمكنت من الطيران لمسافة ابعد."
4418,سرعة الاطلاق
4419,سرعة المقذوف عند الطيران ، كلما قلت القيمة ، كلما. تمكنت من الطيران لمسافة ابعد.
4420,اضمحلال السرعة
4421,تتلاشى سرعة القذيفة عندما تطير ، وكلما انخفضت القيمة، كلما تمكنت من الطيران لمسافة ابعد.
4422,قابل لإعادة التدوير
4423,هل من الممكن التقاط المقذوف بعد سقوطه على الأرض وإعادة استخدامه.
4424,انواع الاهداف
4425,التحكم في انواع الاهداف التي يمكن للمقذوف اصابتها
4426,تأخير المشغل
4427,ما هي المدة التي يستغرقها المقذوف ليصل إلى الهدف؟
4428,هجوم القذيفة
4429,تقلل القوة الهجومية للقذيفة من عمر الهدف بمقدار 1 لكل نقطة قوة هجومية.
4430,نوع الهجوم
4431,نوع الهجوم للقذيفة هو طلقة نقطية وانفجار.
4432,مدة الاستخدام
4433,المدة اللازمة لاستهلاك الطعام
4434,عداد الطعام
4435,زيادة درجة الجوع بعد استخدامها
4436,القدرة على تحمل الجوع
4437,زيادة القدرة على تحمل الجوع بعد استخدامها .
4438,استرجاع القيمة الصحية
4439,استعادة القيمة الصحية بعد الاستخدام.
4440,مدة الشحن
4441,مدة شحن اسلحة الهجوم عن بعد
4442,انواع الاستخدام
4443,"التحكم في كيفية استخدام الخاصيات. فقط عندما يتوافق نوع الخاصية مع نوع الاستخدام ، يمكن تفعيله.
 على سبيل المثال ، يجب أن تتوافق الأسلحة بعيدة المدى مع الأسلحة طويلة المدى المشحونة أو الأسلحة النارية ، كما تتوافق التفاحة مع الطعام"
4444,التلف
4445,تقلل القوة الهجومية للسلاح الناري من عمر الهدف بمقدار 1 لكل نقطة قوة هجوم.
4446,الفاصل الزمني لإطلاق السلاح الناري
4447,الفاصل الزمني لإطلاق السلاح الناري ، كلما زادت القيمة ، كانت سرعة إطلاق النار المستمر أبطأ.
4448,وضع اطلاق النار بشكل متتال
4449,تحكم فيما إذا كان بإمكان السلاح الناري إطلاق النار بشكل مستمر.
4450,عدد الرصاصات
4451,"بعد اطلاق جميع الرصاصات في كيس الذخيرة , يجب تغيير الطلقات للاستمرار في اطلاق النار."
4452,وضع الذخيرة
4453,تحكم فيما اذا كان اطلاق الرصاص او تغيير مخزن الذخيرة يساهم في استهلاك معدات ذخيرة اخرى ؟
4454,ذخيرة
4455,تعريف الذخيرة
4456,كمية الاستهلاك
4457,تعريف الكمية المستهلكة
4458,الجاذبية
4459,تعريف الجاذبية
4460,إسقاط الكتل
4461,تعريف اسقاط الكتل
4462,تصادم
4463,التحكم في الكتل اذا كان يمكن اختراقها ام لا : يمكن للهواء اختراقها ؛ والاجسام الصلبة يمكنها اختراقها ؛ والسوائل يمكنها اختراقها ولكن سوف تبطئ من السرعة؛ ولكن لا تتمكن من ايقاف القذيفة، فقط القذيفة يمكنها اختراقها
4464,الهواء
4465,يمكن اختراقه
4466,الاجسام الصلبة
4467,لا يمكن اختراقه
4468,السوائل
4469,يمكن اختراقه ولكن سوف يبطئ السرعة
4470,لا يمكنه إيقاف القذيفة
4471,فقط القذيفة يمكنها اختراقها
4472,ذخيرة غير محدودة
4473,تغيير مخزن الذخيرة لا يؤدي لاستهلاك الرصاص
4474,ذخيرة محدودة
4475,تحتاج الى الذخيرة لاطلاق النار
4476,ذخيرة غير محدودة
4477,لا حاجة للرصاص لاطلاق النار
4478,نوع العنصر
4479,كتلة
4480,متفرقات
4481,أدوات
4482,مجموعة من العناصر
4483,وحوش
4484,المعرف الفريد
4485,قوس
4486,ذخيرة/قذيفة
4487,المعدات
4488,البندقية
4489,طعام
4490,أدوات ومقذوفات
4491,أدوات واطعمة
4492,كتل واطعمة
4493,القطعة 15
4494,القطعة 16
4495,القطعة 17
4496,القطعة 18
4497,القطعة 19
4498,القطعة 20
4499,القطعة 21
4500,لا
4501,نعم
4502,القتال المتلاحم
4503,الهجوم عن بعد
4504,تفجير
4505,مخلوقات التصادم
4506,كتل التصادم
4507,المخلوقات والكتل
4508,طلقة واحدة
4509,تفجير
4510,المعدات التقليدية
4511,اضغط على المربع الهدف
4512,اضغط على المربع السائل
4513,اضغط على زر الاستخدام
4514,سلاح بعيد المدى (قوس)
4515,الطعام
4516,استخدم الحقيبة
4517,تستخدم في المستودع
4518,سلاح بعيد المدى (البندقية)
4519,إعادة الشراء غير مفتوحة، يرجى الذهاب إلى متجر تطبيقات Google أو apple لتنزيل إصدار الجوال لإعادة الشراء ...
4520,سوف يبدأ الشراء على الفور
4521,انت تلعب منذ ساعتين
4522,خذ قسطا من الراحة، او ربما قم بتجربة العاب متعددة اللاعبين
4523,يرجى قراءة اتفاقية المستخدم الخاصة بتحميل الأعمال المعرض أولاً
4530,قصير
4531,متوسط
4532,بعيد
4533,قليل
4534,متوسط
4535,كثير
4536,منخفض
4537,متوسط
4538,مرتفع
4539,بطئ
4540,متوسط
4541,سريع
4542,اختر الذخيرة
4543,افتراضي
4544,تلقائي
4545,اختر الذخيرة
4546,افتراضي
4547,تلقائي
4548,نصيحة : يمكنك ايجاد المعدات التي تم انشاؤها تلقائياً في وضع التعديل - حقيبة الظهر - تعديل
4549,اختر الشكل الخارجي للكتلة
4550,الحد الأقصى للمواد المكدسة
4551,سيؤدي الهجوم الى استهلاك قدرة التحمل
4552,نوع الأدوات
4553,لا يوجد
4554,فأس
4555,معول
4556,مجرفة
4557,مقص
4558,الأداة 6
4559,الأداة 7
4560,الأداة 8
4561,الأداة 9
4562,الأداة 10
4563,مستوى الأداة
4564,التجميع سيؤدي الى استهلاك القدرة على التحمل
4565,اصلاح المواد
4566,استعادة القيمة
4567,مكافأة السرعة الأولية
4568,قابل للرمي
4569,وضع الشراء
4570,الشراء العادي
4571,الحد الأقصى من الشراء فقط
4572,لا داعي للشحن
4573,الفاصل الزمني للرمي
4574,نوع البنادق
4575,مسدس
4576,مدفع رشاش
4577,بندقية قنص
4578,رشاش
4579,بندقية الصيد
4580,البندقية 6
4581,البندقية 7
4582,البندقية 8
4583,البندقية 9
4584,البندقية 10
4585,وزن
4586,الخاصية الأساسية
4587,خاصية التجميع
4588,خاصية المدة
4589,خاصية المقذوف
4590,إنشاءعنصر مخصص
4591,الرجاء تحديد نوع عنصر لإنشاءه
4592,الرجاء تحديد نوع عنصر لإنشاءه
4593,الفاصل الزمني للرمي
4594,يؤثر نوع السلاح الناري على الارتداد والمؤثرات الصوتية وتأثيرات إطلاق النار.
4595,يمكن أن يؤثر نوع الأداة ومستواها على أنواع الكتل التي يمكن أن تجمعها، على سبيل المثال ، معول: المستوى 1 يمكنه تعدين الحجر ، والمستوى 2 يمكنه تعدين خام الحديد المكرر ، والمستوى 3 يمكنه تعدين خام الذهب الوميض.
4596,سحق بقذيفة
4597,تحطيم الكتلة
4598,معلومات وضع اطلاق النار
4599,كتيب
4600,سيارة نصف أوتوماتيك
4601,سيارة اوتوماتيك
4602,تجميع
4603,عند نقطة الجوع> = #c0aaa1a%s#n، يوجد معدل #c0aaa1a%s#n لتجميع #c0aaa1a%s#n#في مكان قريب
4604,معدل التنفيذ
4605,نطاق الاستكشاف
4606,تجميع الهدف
4607,هل الهدف ناضج
4608,سرعة الحركة
4609,الكشف عن نقاط الجوع
4610,الاستهلاك حتى الشبع
4611,نقاط/ثوان
4612,اختر
4613,عند نقطة الجوع> = #c0aaa1a%s#n ، يوجد معدل #c0aaa1a%s#n لاختيار #c0aaa1a%s#n في مكان قريب ، حتى يتم جمعها #c0aaa1a%s#n
4614,اختر هدفا
4615,عدد الحيازات
4616,المخزن
4617,عند نقطة الجوع> = c0aaa1a%s#n#، وتكون كمية c0aaa1a%s#n#أكثر من c0aaa1a%s#n#، يوجد معدل c0aaa1a#%s#n#لحفظها في c0aaa1a%s#n#
4618,المادة المراد تخزينها
4619,رقم المادة
4620,هدف التخزين
4621,اختيار الحاوية
4622,@Null@
4623,@Null@
4624,@Null@
4625,ازرع
4626,@Null@
4627,عند نقطة الجوع> = c0aaa1a%s#n#، هناك فرصة c0aaa1a%s#n#لاستهداف c0aaa1a%s#n#واستخدام c0aaa1a%s#n#
4628,كتلة الهدف
4629,استخدم المادة
4630,اختيار المادة
4631,استخدم المادة
4632,@Null@
4633,@Null@
4634,@Null@
4635,ابقى متأهبا
4636,عند نقطة الجوع> c0aaa1a%s#n#، يوجد معدل c0aaa1a%#n#للحراسة ل #c0aaa1a%s#n#
4637,كتلة الحراسة
4638,خذ
4639,عند نقطة الجوع> = #c0aaa1a%s#n#، هناك فرصة #c0aaa1a%s#n#: من #c0aaa1a%s#n#الجوار ، أخرج #c0aaa1a%s#n، حتى تحصل على #0aaa1a%s#n#
4640,اختيار الحاوية
4641,خذ المادة
4642,عدد المواد
4643,قم بالتجميع
4644,عند نقطة الجوع> = #c0aaa1a%s#n#، يوجد معدل ##c0aaa1a%s#n#لإنشاء #c0aaa1a%s#n
4645,اختيار الوصفة
4646,مدة التجميع
4647,اختيار الوصفة
4648,النوم
4649,هناك معدل #c0aaa1a%s#n#للنوم في وقت #c0aaa1a%s#n#، وسيستمر النوم لمدة #c0aaa1a%s#n#ساعة
4650,وقت النوم
4651,مدة النوم
4652,مكان النوم
4653,الساعة
4654,جائع
4655,عند نقطة الجوع <#c0aaa1a%s#n#، اجلس بثبات.
4656,الكشف عن نقطة الجوع
4657,المدة
4658,انتقائي في تناول الطعام
4659,بحاجة للطعام
4660,اختيار الطعام
4661,@Null@
4662,@Null@
4663,@Null@
4664,@Null@
4665,تناول الطعام
4666,عندما تكون نقطة الجوع أقل من <c0aaa1a%s#n#، إذا كان هناك طعام في المخزون ، فتناول الطعام ، إذا لم يكن هناك طعام في المخزون ، ستكون حزينا متنهدا
4667,انتقائي في تناول الطعام
4668,اختيار الطعام
4669,هجوم
4670,عند نقطة الجوع> c0aaa1a%s#n#، بمعدل c0aaa1a%s#n#للهجوم c0aaa1a%s#n#حتى يظهر الرقم c0aaa1a%s#n#
4671,اختيار الهدف
4672,الرقم
4673,@Null@
4674,عودة للحياة
4675,عند نقطة الجوع> c0aaa1a%s#n#، بمعدل c0aaa1a%s#n#لإطعام c0aaa1a%s#n#بـ c0aaa1a%s#n#
4676,اختيار الهدف
4677,ما إذا كان الهدف يمكن أن يعودة للحياة
4678,استخدم المادة
4679,اختيار المادة
4680,استخدم المادة
4681,@Null@
4682,@Null@
4683,@Null@
4684,اختيار الحاوية
4685,الحاوية
4686,اختيار الكتلة
4687,الكتلة
4688,@Null@
4689,@Null@
4690,@Null@
4691,اختيار الوصفة
4692,اطلق الزناد على الفور
4693,لا تطلق
4694,قم بتجميع العناصر التالية في صندوق الادوات
4699,@Null@
4700,هل ترغب في مسح هذه المكونات الاضافية؟
4701,عام (الكل)
4702,مغامرة
4703,انشاء
4704,معركة
4705,دائري
4706,لغز
4707,باركور
4708,غيرها
4709,نماذج
4710,الاصدقاء
4711,اثناء اللعب
4712,متصل
4713,غير متصل ....
4714,رقم الحساب ك@1
4715,متصل
4716,غير متصل
4717,ارسال
4718,#c49463Fيرجى عدم مشاركة كلمة المرور والمعلومات الشخصية
4719,الاصدقاء الصغار
4720,قائمة الاصدقاء على جهاز الهاتف
4721,اشخاص بالقرب منك
4722,متابعاتي
4723,الاصدقاء
4724,عرض
4725,رمز QR الخاص بي
4726,بحث
4727,رسالة :@1
4728,"تم ارسال طلب الصداقة , من فضلك انتظر رد الطرف الاخر"
4729,"فشل العملية , من فضلك اعد المحاولة بعد قليل"
4730,لقد اصبحتم اصدقاء الان
4731,مسح الكل
4732,هل ترغب في مسح الكل ؟
4733,لا يوجد لديك رسائل الان
4734,طلب صداقة
4735,الكابتن الصغير/ميني كابتن
4736,"فشل في الارسال , من فضلك اعد المحاولة بعد قليل"
4737,رقم خاطئ
4738,متابعة
4739,المستخدم غير موجود
4740,انتم اصدقاء بالاساس
4741,لقد وصل عدد الاصدقاء الى حده الاقصى
4742,تسليم
4743,استخدام صورة رمزية غير مناسبة
4744,نشر محتوى مخالف
4745,تم الإبلاغ عن الشكوى بنجاح
4746,ستتوفر الوظيفة قريبًا
4747,بحث
4748,المسافة: حوالي @1
4749,لا يوجد لاعبين بالقرب منك الان
4750,تحميل المزيد
4751,فشل البدء
4752,تم المتابعة بنجاح
4753,تم الغاء المتابعة بنجاح
4754,لم تقم بمتابعة اي احد من قبل
4755,الغاء المتابعة
4756,مشاهدة التفاصيل
4757,رقم الحساب : غير متاح
4758,العديد من اللاعبين في انتظارك في ميني وورلد! http://miniworldgame.com/
4759,سجل الاتصالات الخاص بهاتفك فارغ
4760,"طلب اذن الاعدادات - التطبيقات -Mini World قم بفتح اذن تصفح سجلات الاتصال ,للتمكن من استخدام امكانية التواصل مع اصدقاء الهاتف بشكل طبيعي"
4761,"طلب اذن الاعدادات - Mini world قم بفتح اذن فتح سجلات الاتصال , لكي تتمكن من استخدام امكانية التواصل مع اصدقاء الهاتف بشكل طبيعي"
4762,"طلب اذن الاعدادات - التطبيقات -Mini World الاعدادات - Mini world قم بفتح اذن تحديد الموقع , لكي تتمكن من استخدام امكانية التواصل مع الاشخاص بالقرب منك"
4763,"طلب اذن الاعدادات - Mini world قم بفتح اذن تحديد الموقع , لكي تتمكن من استخدام امكانية التواصل مع الاشخاص بالقرب منك"
4764,وظيفة الأصدقاء المحدثة #r#r أولا- تتبع الأصدقاء ، انضم إلى غرفة الأصدقاء متعددة اللاعبين في أي وقت. #r#r ثانيا- نظام الدردشة المحسن #r#r ثالثا- وظيفة مشاركة الاسم ، جرب الآن! #r#r رابعا- القائمة السوداء ، لا يمكن لمن يدخلون القائمة السوداء الخاصة بك الانضمام إلى غرفة اللاعبين المتعددين
4765,المساعدة
4766,"وجدت انها ممتعه جداً , اعتقد انك سوف تحبها ايضاً , انضم لنلعب معاً : http://miniworldgame.com/"
4767,العالم الصغير
4768,"وجدت انها ممتعه جداً , اعتقد انك سوف تحبها ايضاً , انضم لنلعب معاً :"
4769,ايقاف
4770,حقيبة المواد
4771,فتح
4772,الاستمرار في الاستخدام
4773,تم الفتح بنجاح
4774,لم يتم الفتح بنجاح
4775,لا يوجد لديك عدد كاف من الفاصولياء
4776,اعدادات الصورة
4777,الصورة
4778,ابدأ
4779,النموذج الافتراضي
4780,الموقع الرسمي ل ميني وورلد
4781,"لم يتم فتح حزمة نسيج الصورة بعد , من فضلك اذهب للمعرض لفتحها"
4782,"لم يتم فتح حزمة نسيج الصورة بعد , سوف يتم استخدام حزمة النسيج الافتراضية"
4783,لا يمكن تعديل نسيج الصورة للخرائط التي تقوم بتحميلها
4784,اضغط هنا لاختيار حزم الأنسجة!
4785,فشل في تحميل المكونات الاضافية
4786,الشخصية
4787,الملابس
4788,بحاجة للتحديث
4789,بحاجة للتحديث
4790,بحاجة للتحديث
4791,بحاجة للتحديث
4792,بحاجة للتحديث
4793,بحاجة للتحديث
4794,بحاجة للتحديث
4795,بحاجة للتحديث
4796,بحاجة للتحديث
4797,بحاجة للتحديث
4798,بحاجة للتحديث
4799,اقرأ
4800,قص
4801,المعدات
4802,متفرقات
4803,الكتل
4804,معركة
4805,صغير جداً
4806,صغير
4807,طبيعي
4808,كبير
4809,كبير جداً
4810,بطئ جداً
4811,بطيء
4812,سريع
4813,سريع جداً
4814,القتال المتلاحم
4815,مدى متوسط
4816,مدى بعيد
4817,قريب
4818,متوسط
4819,بعيد
4820,اداء الهجوم
4821,خصائص العلاوة
4822,3-الفريق الاخضر
4823,4-الفريق الاصفر
4824,5-الفريق البرتقالي
4825,6-الفريق البنفسجي
4826,تغير طريقة الهجوم
4827,بحاجة للتحديث
4828,بحاجة للتحديث
4829,بحاجة للتحديث
4830,بحاجة للتحديث
4831,بحاجة للتحديث
4832,بحاجة للتحديث
4833,اختر محاذاة لهذا المخلوق. لن تهاجم المخلوقات /اللاعبين في نفس الفريق ولن تتسبب في ضرر لهم. المضيف في الفريق الأحمر يشكل افتراضي.
4834,بحاجة للتحديث
4835,@Null@
4836,@Null@
4837,@Null@
4838,الغاء
4839,استخراج
4840,يوم ميلادك
4841,نصائح: انتبه على معلوماتك الشخصية.
4842,هذا غير متاح لك نظرًا لأن عمرك أقل من 13 عامًا
4843,السنة
4844,الشهر
4845,(لا يمكن التغيير بعد التأكيد ، يرجى تعبئتها بعناية)
4846,لا يمكن لكتل التضاريس استخدام الكتل المصغرة
4847,ليس خلال ساعات النشاط
4848,@Null@
4849,لا يمكن استخدام امكانية الشراء الان
4850,كانون الثاني
4851,شباط
4852,آذار
4853,نيسان
4854,أيار
4855,حزيران
4856,تموز
4857,آب
4858,أيلول
4859,تشرين الأول
4860,تشرين الثاني
4861,كانون الأول
4862,@Null@
4863,@Null@
4864,@Null@
4865,@Null@
4866,استخدم @1 للتبادل @2 x@3. تأكيد؟
4867,خزينة كنز صغيرة
4868,يمتلك:
4869,سجل الصرف
4870,عدد التبادلات
4871,المادة
4872,الوقت
4873,الكمية
4874,التكلفة
4875,تأكيد الكمية
4876,متاح
4877,تبادل
4878,تأكيد الصرف
4879,احصل على
4880,من فضلك قم بالاختيار
4881,تجميد المهارات
4882,تسجيل الدخول للحساب
4883,المغادرة
4884,طلب رقم حساب
4885,قم بادخال الرقم بالكامل
4886,العب مرّة جديدة
4887,انضم
4888,يدعوك المضيف للعب مرة اخرى
4889,"يقوم صاحب الغرفة بالفتح مجدداً الان , من فضلك انتظر"
4890,ملحوظة:c0aaa1a#الفاصولياء الصغيرة #n يمكن استخدامها لجعل الفاكهة تنضج على الفور في الحديقة وستحصل على مكافآت رائعة في المقابل.
4891,تم اضافته الى الحساب
4892,تم الفتح بنجاح
4893,القطع غير كافية
4894,"مقاومة الهجوم عن بعد :@1 ,تقلل @2%من الاضرار الناتجة عن الهجوم عن بعد."
4895,"مقاومة العناصر :@1 ,تقلل@2%من الاضرار الناتجة عن اضرار العناصر"
4896,غير معروف
4897,تم إغلاق زاوية الرؤية الحالية
4898,أعد الكابتن الصغير جائزة تشجيعية صغيرة لك
4899,بحاجة للتحديث
4900,إبدأ باللعب
4901,الغاء التحميل
4902,#cef2d2dعدد كبير من اللاعبين. #n يرجى الإنتظار قبل بدء التحميل (@1ثانية)
4903,المعرض الان في حالة (@1@2#n)
4904,متاح
4905,مشغول
4906,ممتلئ
4907,@Null@
4908,"رمز التفعيل الذي ادخلته غير صحيح , من فضلك تأكد من الرقم الصحيح"
4909,"لا يمكن استخدام رمز التفعيل هذا في المنصة الحالية , قم بقراءة الشرح في حقيبة الهدايا"
4910,"لا يمكن استخدام رمز التفعيل هذا في المنصة الحالية , قم بقراءة الشرح في حقيبة الهدايا"
4911,"لقد قمت بالتقاط هذا النوع من الهدايا من قبل , لا يمكن التقاطه مجدداً"
4912,"لقد انتهت صلاحية رمز التفعيل , لا يمكن التقاطه"
4913,"لقد انتهت صلاحية حقيبة الهدايا , لا يمكن التقاطها"
4914,لقد وصل عدد الهدايا التي يمكن الحصول عليها اليوم الى اقصاه.
4915,لقد وصل عدد الهدايا التي يمكن التقاطها الى اقصاه.
4916,لقد وصل عدد الهدايا التي يمكن الحصول عليها اليوم الى اقصاه.
4917,لقد وصل عدد الهدايا التي يمكن التقاطها الى اقصاه.
4918,"لا يمكن استخدام هذه الهدية في المنصة الحالية , قم بقراءة الشرح في حقيبة الهدايا"
4919,"لا يمكن استخدام هذه الهدية في المنصة الحالية , قم بقراءة الشرح في حقيبة الهدايا"
4920,"لا يمكن التقاط هذا النوع من الهدايا مجدداً اليوم , من فضلك اعد المحاولة غداً"
4921,لا يمكنك المطالبة بهذا النوع من الهدايا بعد الآن.
4922,"لا يمكن التقاط هذا النوع من الهدايا مجدداً اليوم , من فضلك اعد المحاولة غداً"
4923,لا يمكنك المطالبة بهذا النوع من الهدايا بعد الآن.
4924,"خطأ في رمز الهدية , من فضلك قم بالنسخ واللصق"
4925,"لقد تم استخدام هذا الرمز من قبل , من فضلك قم بتغيير رمز الهدية"
4926,"المنصة مختلفة , لا يمكن الاستخدام"
4927,لقد وصل عدد الهدايا التي يمكن التقاطها الى اقصاه.
4928,بمساعدة الكابتن الصغير ، يمكنك متابعة المغامرة هذه المرة c0aaa1a#مجانًا #n!
4929,لكن الكابتن الصغير أعد لك هدية صغيرة ، تعال واسترخي!
4930,احصل على المكافأة
4931,تحديث
4932,التحديث مجاناً
4933,احصل عليه مجاناً
4934,تأكيد بيئة الانترنت
4935,"انت الان تستخدم باقة الانترنت الخاصة بهاتفك , متابعة الاعلانات سوف يستهلكها , هل ترغب في الاستمرار ؟"
4936,الانتهاء في الحال
4937,مرّة واحدة
4938,ا1- الاعدادات الاساسية
4939,تحريك /n #cFFFFFFالى الأمام#n
4940,#cFFFFFFحرك الماوس#n
4941,يسار
4942,يمين
4943,خلف
4944,(الزر الايسر للفأره) لتحطيم الكتل
4945,(الزر الايمن للفأرة) لنقل الكتل
4946,زاوية الرؤية إلى اليسار \n استدارة
4947,زاوية الرؤية إلى اليمين \n استدارة
4948,ا2-الأعدادات المتقدمة
4949,اضغط (زر B) لفتح الحقيبة
4950,الارقام من 1-8 تتطابق مع الكتل من 1-8 في شريط الاختصارات
4951,(الزر الايسر للفأرة) لاختيار الادوات
4952,(الزر الأيمن للفأرة) لاستخدام الادوات
4953,ا3-اعدادات اخرى
4954,لقلب الصفحة
4955,اضغط على F1 لطلب المساعدة
4956,اضغط على (زر الخروج) للتخطي
4957,اضغط على زر المسافة للاستمرار
4958,المفاتيح الرئيسية (افتراضية)
4959,"ا#c1affdaالزرالايسرللفأرة#cbdefe7للهجوم,الضغط المطول لتحطيم المربعات ا#c1affdaالزرالايمن للماوس ا#c1affdaكرةالفأرة#cbdefe7للاختيارمن شريط الادوات ا#c1affdaتحريك الفأرة#cbdefe7لتغيير زاوية الرؤية #c1affda[W a S D]#cbdefe7 تحريك الشخصية للاربع اتجاهات #c1affda[~]#cbdefe7 النقلبين الهدف والفأرة #cfae52f[L-Shift]#cefe2bdالتسلل,الركوب,الطيران,الهبوط #cfae52f[Space]#cefe2bd القفز,الارتفاع(الطيران اوالسباحة) #cfae52f[Double Space]#cefe2bd للطيران(وضع الانشاء)"
4960,قم باختيار الشخصية التي تحبها
4961,اضغط للاستمرار
4962,اضغط زر المسافة للاستمرار
4963,تخطي
4964,لديك مهام جديدة
4965,تمت المشاركة
4966,ا#cfae52f[1~8]#cefe2bd شريط الادوات 1-8 #cfae52f[L-Ctrl]#cefe2bdالعدو#cfae52f[B]#cefe2bd فتح وغلق شريط الحقيبة #cf1cfff[ESC]#n فتح او غلق واجهة الاعدادات #cf1cfff[Tab]#n قائمة اللاعبين #cf1cfff[J]#n قوانين وضع اللعب #cf1cfff[V]#n التسوية التلقائية للحقيبة #cf1cfff[F1]#n المساعده
