id,越南语
5296,Mở khóa khung avatar thành công
5297,Đổi khung avatar thành công
5298,Bạn đã dùng khung avatar này
5299,Bạn chưa có khung avatar này
5300,Khung avatar mặc định
5301,Google
5302,Google
5303,Google
5307,@Null@
5310,@Null@
5312,@Null@
5313,@Null@
5336,@Null@
5344,APP Store
5345,@Null@
5346,@Null@
5347,@Null@
5348,@Null@
5349,Steam
5402,@Null@
5410,@Null@
5411,@Null@
5993,@Null@
5994,@Null@
5995,@Null@
5996,@Null@
5997,@Null@
5998,@Null@
5999,@Null@
6000,"Mở quả đạt số lần nhất định, sẽ được nhận quà Thú Cưỡi Đôi!
 Quả Non =1 lần, Quả Lớn =5 lần, Quả Vàng =10 lần."
6001,Nạp Giờ Vàng
6002,Không có quà Quả Vàng
6003,"Không có Rương Vườn, thiếu Lv."
6004,Rương Vườn đã nhận.
6005,Thiếu lượt mở quả.
6006,Thương Nhân Vườn không tồn tại.
6007,Vật phẩm của Thương Nhân Vườn không tồn tại.
6008,Vật phẩm Thương Nhân đạt số lượng mua tối đa.
6009,Tiến Độ
6010,#RQuà đã X2
6011,Cây (Hình vuông)
6012,Cây (Hình tròn)
6013,Xác minh mạng nội bộ thành công
6014,Online
6015,IP liên kết không đúng
6016,Số thiết bị không đúng
6017,Lỗi đăng nhập
6018,Tài khoản không được chứa dấu cách
6019,@Null@
6020,@Null@
6021,@Null@
6022,@Null@
6023,@Null@
6024,@Null@
6025,Dữ Liệu
6026,Người chơi tạm chưa chia sẻ
6027,Dòng
6028,Chọn Màu
6029,Màu đã dùng
6030,Map
6031,Của tôi
6032,Trang Chủ
6033,Người Chơi
6034,Màu
6035,Đỏ
6036,Hồng
6037,Hồng Phấn
6038,Tím
6039,Lam thường
6040,Lam
6041,Lam nhạt
6042,Xanh nước biển
6043,Xanh
6044,Lục
6045,Cỏ xanh
6046,Lục nhạt
6047,Vàng
6048,Vàng cát
6049,Cam
6050,Đỏ thẫm
6051,Nâu
6052,Xám
6053,Đen
6054,Trắng
6055,Màu
6056,Mã màu
6057,Chia sẻ Map
6058,Giới thiệu
6059,Tác giả không có giới thiệu
6060,Không có bình luận
6061,Bình luận nổi bật
6062,Bình luận mới nhất
6063,Hoạt động
6064,Cấp sở trường
6065,(Map của Admin@CN)
6066,Tác Phẩm
6067,Đặt
6068,Mua
6069,Nhà của tác giả
6070,Có thể xem tác phẩm của bạn ở đây
6071,Có thể xem trạng thái tác giả bạn đặt
6072,Có thể xem Map mở khoác bằng Xu Mini ở đây
6073,Yêu cầu trở thành BQT để nhận lợi ích
6074,Skin
6075,Nhập Tiêu Đề
6076,Nhập nội dung
6077,Tác giả
6078,Tiêu đề tối đa 40 ký tự
6079,Nội dung tối đa 800 ký tự
6080,Bản PC nhấp con lăn chuột để hút màu
6081,Bản mobile khi nhắm chuẩn khối vuông nhuộm màu nhấp hút màu
6082,"Tiểu sử tác giả, nhấp sửa"
6083,Đổi mật khẩu
6084,Xác nhận email
6085,"Vui lòng nhập email của bạn, sau đó vào email lấy mã xác nhận và điền vào ô bên dưới. "
6086,Mail
6087,Lỗi mail
6088,Mail này chưa liên kết với ID Mini
6089,Lỗi mã xác nhận
6090,Phòng lớn PC
6091,"Map này tối thiểu cần @num người mở, số người thiếp lập quá ít"
6092,Chúng tôi gợi ý bạn nên cài đặt số người @num dựa trên khả năng chơi của máy của bạn. 
6093,Đang kiểm tra mạng...
6094,Kiểm tra tính năng
6095,Đặc tính góc nhìn
6096,Góc nhìn sau ( nhìn từ phía sau)
6097,Góc nhìn 2D
6098,Góc nhìn từ trên xuống
6099,Tham khảo tâm chuẩn
6100,Tâm nằm chính giữa màn hình
6101,Nhân vật hướng về
6102,Hạn chế di chuyển
6103,Trái phải
6104,Trên dưới
6105,Trên dưới trái phải
6106,Tất cả hướng
6107,Chế Độ
6108,Đi theo nhân vật
6109,Chế độ Tự Do
6110,Chuyển góc nhìn
6111,Cả hai
6112,Đều không
6113,"Góc nhìn không chuyển, người chuyển"
6114,"Chuyển góc nhìn, người không chuyển"
6115,Hạn chế chuyển động
6116,Di chuyển theo
6117,Nhân vật không theo chuyển hướng
6118,Nhân vật theo chuyển hướng
6119,Test Góc Nhìn
6120,Mặc định
6121,Tầm Nhìn
6122,Mở điểm xuất hiện ngẫu nhiên Map Sinh Tồn
6123,Đóng điểm xuất hiện ngẫu nhiên Map Sinh Tồn
6124,Hồi sinh ngẫu nhiên (#c0aaa1aMở#n)
6125,Hồi sinh ngẫu nhiên (#cef2d2dĐóng#n)
6126,(Map Sinh Tồn điểm xuất hiện ngẫu nhiên)
6127,(Map Sinh Tồn không điểm xuất hiện ngẫu nhiên)
6128,Cài đặt Thế Giới
6129,Cài đặt chung
6130,Mục tiêu
6131,Cài đặt đội
6132,Cài đặt hiển thị
6133,Thời gian Map
6134,Thời gian
6135,Thời gian cố định
6136,Cho phép đặt
6137,Cho phép dùng
6138,Cho phép phá vỡ
6139,Thời Tiết
6140,Chọn
6141,Nắng mưa
6142,Trời nắng
6143,Trời mưa
6144,Có quái
6145,Quái hồi sinh
6146,Có thể tạo động vật
6147,Cài đặt trọng lực
6148,X2 trọng lực
6149,Giới hạn người chơi
6150,Số người chơi
6151,Thành viên
6152,Bắt đầu
6153,Quyền mở
6154,Chủ phòng mở
6155,Đủ người sẽ tự bắt đầu
6156,Tự động bắt đầu
6157,Thời gian chơi
6158,Có giới hạn thời gian
6159,Thời gian trận
6160,Điều kiện thắng
6161,Điểm
6162,Đội Thắng
6163,Đội Thua
6164,Cài đặt tính điểm
6165,Đánh bại người chơi nhận điểm
6166,Đánh bại quái nhận điểm
6167,Thu thập sao được điểm
6168,Mục tiêu
6169,Đạt điểm sẽ thắng
6170,Điểm yêu cầu
6171,Sau khi thoát chế độ này sẽ khởi động lại
6172,Khởi động lại 
6173,Số Lượng Đội
6174,Số Lượng
6175,Chế độ tấn công
6176,Thời gian đội tấn công
6177,Cấm tấn công người chơi
6178,Tự do tấn công
6179,Cài đặt góc nhìn
6180,Góc nhìn chính
6181,Góc nhìn sau
6182,Góc nhìn thẳng
6183,Khóa Góc Nhìn Xuống
6184,Khóa Góc Nhìn Tự Chọn
6185,Khóa Góc Nhìn
6186,Hiển thị map
6187,Khác đội có thể thấy
6188,Khác đội không thể thấy
6189,Hiển thị tên
6190,Tất cả đều thấy
6191,Chỉ có phe ta thấy
6192,Chỉ có địch thấy
6193,Tất cả đều không thấy
6194,Tâm chuẩn
6195,Hiển thị hay không
6196,Thời gian và tỷ số
6197,Nhắc mở chiến đấu
6198,Nhạc nền
6199,Trừng phạt bên thua
6200,Rớt thường
6201,Xóa túi
6202,Lưu vật phẩm
6203,Có hạn chế số mạng không
6204,Số mạng
6205,Thời gian hồi sinh
6206,Bảo vệ hồi sinh
6207,Quy tắc điểm hồi sinh
6208,Hồi sinh ngẫu nhiên đến điểm tiểu đội
6209,Hồi sinh ở điểm hồi sinh đội gần nhất
6210,Cài đặt hồi sinh
6211,Cần số người để mở
6212,Cài đặt Khác
6213,"Chuyển góc nhìn đến vị trí lý tưởng, phím ~ để thay đổi"
6214,"Test xong sẽ đóng và lưu, phím ~ để thay đổi"
6215,"Tạm không có bạn bè, hãy kết bạn và chia sẻ"
6216,Hãy soạn thông tin cá nhân
6217,Mã xác nhận hết hiệu lực
6218,Thu ống kính
6219,Chạm vào khối vuông thu lại
6220,Không thu
6221,Leo trần nhà
6222,Đến bóng râm
6223,Tránh nắng
6224,Được Bơi
6225,Tránh Nước
6226,Bay
6227,Có thể qua cửa đóng
6228,Nhảy lên đầu mục tiêu
6229,Nhảy tấn công
6230,Tỉ lệ né tấn công
6231,Miễn dịch ST Lửa
6232,Tìm đường
6233,Bị thương bởi ánh nắng
6234,Bế sinh vật
6235,Thích khối vuông
6236,Theo dõi trong đêm
6237,Mình xem thôi
6238,Cùng nhảy nào
6239,Bạn đi ra đi!
6240,Tương tác với khối vuông
6241,Bị thương chạy trốn
6242,Thích ngủ
6243,Xử đẹp nó!
6244,Đi theo thức ăn
6245,Nhìn bạn!
6246,Tấn công bị động
6247,Thuộc tính đặc tính sinh vật
6248,Chọn sinh vật
6249,Tỉ lệ bế
6250,Chọn khối vuông
6251,Tỉ lệ tiếp cận
6252,Tốc độ tiếp cận
6253,Tỉ lệ theo dõi
6254,Tầm nhìn bị chặn
6255,Tốc độ theo
6256,Chọn thức ăn
6257,Phạm vi bị hấp dẫn
6258,Phạm vi khiêu vũ
6259,Số lượng bạn bè
6260,Khoảng cách khiêu vũ
6261,Thời gian khiêu vũ
6262,Chọn sinh vật
6263,Tỉ lệ đá
6264,Lực đá
6265,Chọn khối vuông
6266,Tỉ lệ tương tác
6267,Tốc độ tiếp cận
6268,Phạm vi tìm
6269,Phá hỏng hoặc dùng
6270,Kích hoạt HP
6271,Tỉ lệ ngủ
6272,Thời gian ngủ
6273,Chọn sinh vật
6274,Tỉ lệ tấn công
6275,Tốc độ theo
6276,Chọn thức ăn
6277,Bị dọa
6278,Phạm vi tìm
6279,Lần
6280,Có
6281,Không
6282,Miếng
6283,giây
6284,Phá hỏng
6285,Dùng
6286,Có #c0aaa1a%s#n tỉ lệ sẽ bế #c0aaa1a%s#n ở gần đó
6287,"Rất thích #c0aaa1a%s#n, có #c0aaa1a%s#n tỉ lệ tiếp cận"
6288,"Buổi tối gặp người chơi, sẽ giữ khoảng cách nhất định"
6289,Sẽ nhìn người chơi cầm #c0aaa1a%s#n trên tay
6290,"Nếu số lượng cùng loại trong phạm vi #c0aaa1a%s#n vượt qua #c0aaa1a%s#n, sẽ cùng nhau khiêu vũ"
6291,Có #c0aaa1a%s#n tỷ lệ đá #c0aaa1a%s#n đi!
6292,Có #c0aaa1a%s#n tỷ lệ trong phạm vi #c0aaa1a%s#n #c0aaa1a%s#n #c0aaa1a%s#n
6293,"Khi HP thấp hơn #c0aaa1a%s#n, sẽ chạy trốn"
6294,Có #c0aaa1a%s#n tỉ lệ ngủ 1 chút
6295,Có #c0aaa1a%s#n tỉ lệ tấn công #c0aaa1a%s#n
6296,Đi theo người chơi cầm #c0aaa1a%s#n trên tay
6297,Nhìn người chơi trong phạm vi #c0aaa1a%s#n
6298,Tốc độ chạy trốn
6299,Đặc tính AI tối đa là 20 dòng
6300,Kho đặc tính sinh vật
6301,Kho đặc tính
6302,Cài đặt chi tiết tham số đặc tính
6303,Chế độ dev
6304,Code Địa Hình
6305,Địa hình:
6306,Kiểu
6307,"Không thêm Code Địa Hình, do hệ thống tạo ngẫu nhiên"
6308,Chế độ thường
6309,Mạo hiểm
6310,Sáng tạo
6311,Chế độ cổ điển
6312,Chế độ cực hạn
6313,Ngẫu nhiên
6314,Siêu Lớn
6315,Bằng phẳng
6316,Chọn khối vuông
6317,Chọn sinh vật
6318,Chọn thức ăn
6319,Tên dữ liệu
6320,Cài đặt size
6321,Chọn địa hình
6322,Chọn bề mặt
6323,Chọn Plugin
6324,Đặc tính mới
6325,Khối vuông thực vật
6326,Khối vuông tính năng
6327,Khối vuông thực thể
6328,Tải Plugin
6329,Chọn Plugin
6330,Sau khi chiến bại
6331,Giới hạn số mạng
6332,"Mời người chơi ios tham gia Thế Giới Mini, nhận quà liền tay! 1.Trong thời gian hoạt động, mời bạn bè ios tải Thế Giới Mini về, nhập ID Mini của bạn, hai bên đều nhận được quà: Mảnh Chuột Bay và Đậu Mini! 2.Người chơi ios mới đăng ký cần #cfa7a0fcố định mail trong 24h#n mới được xem mời thành công, có thể nhận quà 3.Người chơi ios mới đăng ký nhập ID Mini của người mời thì được nhận quà, một người chơi mới chỉ được nhập 1 ID mời"
6333,"Chế độ Cực Hạn chỉ có 1 mạng, vô cùng nguy hiểm (Đói, quái, đuối nước, dung nham, ngã), tài năng như bạn có thể vượt qua thử thách, mau đến khiêu chiến nào!"
6334,Đặt
6335,Đã đặt
6336,Code Địa Hình
6337,Kinh điển
6338,Phòng server
6339,Có thể tải map và tạo phòng
6340,Tối đa chỉ được đặt 6 đoạn tàu lượn
6350,Bạn không phải tân thủ IOS
6351,Lỗi nhập ID Mini
6352,"Nhập ID Mini của mình, hãy nhập ID Mini của bạn bè"
6353,"Nhập ID là @1, tiếp tục gửi"
6354,"Gửi yêu cầu thành công, đợi nhận thưởng nhé"
6355,TK của bạn không phải là tân thủ
6356,Bạn chưa liên kết số điện thoại hoặc mail
6357,Đã nhận thưởng này
6358,Nhập sai ID Mini
6359,"Server mất kết nối, hãy thử lại"
6360,Không phải người chơi IOS
6361,ID Mini bạn nhập đã bị người mời 1 lần
6362,ID Mini bạn nhập có thời gian trở về đã qua 24h
6363,Bạn không đạt điều kiện để được mời
6364,"Bình luận không được thêm màu hoặc hiệu ứng nhấp nháy, xóa đi có thể gửi lại"
6365,1 cú mạnh
6366,Liên thắng 2 trận
6367,Thắng liền 3 trận
6368,Quá lợi hại
6369,Không ai đỡ nổi
6370,Làm chủ cuộc chơi
6371,Tiệm cận thần
6372,Đang càn quét
6373,Như thần
6374,Hơn cả thần
6375,"Cản vật ném, không cản người"
6376,Mô tả
6377,Tính Năng
6378,Sấm Sét
6500,Tay Không Đánh Quái
6501,Mô tả
6502,Tay Không Đào Bới
6503,Mô tả
6504,Đào Bằng Khoan
6505,Mô tả
6506,Đốt Lửa
6507,Mô tả
6508,Ruộng
6509,Mô tả
6510,Công Tụ Lực
6511,Mô tả
6512,Triệu Hồi Cún
6513,Mô tả
6514,Đốt Cháy
6515,Mô tả
6516,Xạ Tiễn
6517,Mô tả
6518,Tăng HP
6519,Mô tả
6520,Dịch Chuyển
6521,Mô tả
6522,Làm Bánh Mì
6523,Mô tả
6524,Diệt Sinh Vật
6525,Mô tả
6526,Không đủ độ bền!
6527,Không đủ độ đói!
6528,Không đủ!
6529,@Null@
6530,@Null@
6531,@Null@
6532,@Null@
6533,@Null@
6534,@Null@
6535,@Null@
6536,@Null@
6537,@Null@
6538,@Null@
6539,@Null@
6540,@Null@
6541,@Null@
6542,@Null@
6543,@Null@
6544,@Null@
6545,@Null@
6546,@Null@
6547,@Null@
6548,@Null@
6549,@Null@
6550,@Null@
6551,Sinh Vật
6552,Khối Vuông
6553,Khác
6554,Cố định TK FaceBook
6555,TK FaceBook
6556,"Những lưu ý khi liên kết với tài khoản Facebook: #r1.Nếu quên UID và mật khẩu, bạn có thể đăng nhập trực tiếp từ Facebook của mình#r2.Một tài khoản Facebook chỉ có thể liên kết với một UID. Nếu muốn thay liên kết, bạn phải hủy liên kết với tài khoản Facebook ban đầu. "
6557,Đổi TK FB
6558,"#r1.Nếu bạn muốn lưu ID Mini, hãy cài đặt mật khẩu và cố định với email. #r2.Nếu TK Facebook của bạn sắp đăng nhập vẫn chưa liên kết với TK Mini, bạn sẽ nhận 1 TK mới và sẽ tự liên kết."
6559,Đăng nhập Facebook
6560,ID Mini/mail
6561,Lỗi ID Mini/mail
6562,Đăng nhập Facebook thành công
6563,Hủy đăng nhập Facebook
6564,Đăng nhập Facebook thất bại
6565,TK Facebook này đã bị cố định
6566,Đăng nhập
6567,@Null@
6568,Khởi tạo thất bại. Vui lòng kiểm tra mạng và cài đặt thanh toán của Google Play.
6569,"Nạp thất bại, hãy kiểm tra cài đặt thanh toán của Google Play"
6570,Mạng
6571,Thú nuôi
6572,Chế Độ Nâng Cao
6573,Chơi game mạo hiểm tại Mini World
6574,Chỉ có 1 cơ hội sống cho thử thách cực cam go này!
6575,Tự do tạo thế giới mạo hiểm của riêng mình
6576,"Tạo thế giới ngẫu nhiên, mỗi lần vào đều là trải nghiệm mới"
6577,"Địa hình bằng phẳng vô cùng, bạn được cài đặt địa hình thoải mái"
6578,Chọn Plugin
6579,Tải Plugin
6580,Vật Lý Cao cấp
6581,Tên Vật Lý Cao cấp
6582,Mô Tả Vật Lý Cao cấp
6583,Thêm Đặc Tính Vật Lý
6584,"Số lượng các khối, sinh vật và vật phẩm tối đa trong 1 map là 300."
6585,Khối Cảm Biến
6586,Khối Kích Hoạt Đặc Tính Vật Lý 
6587,Chỉ Số Ổn Định Map
6588,Quá nhiều vật có đặc tính vật lý có thể gây lag. ( Có thể tắt hiển thị ở mục Cài đặt)
6599,"Không thể xóa, các vật phẩm đang sử dụng chất liệu này"
6600,Kho thiết bị
6975,Bàn Tạo Sách
6976,Tạo Trang
6977,Sách Lẻ
6978,Chọn sách để đặt vào hộp dưới đây
6979,Click Tạo Trang để chia nhỏ sách
6980,Tạo
6981,Thông tin sách
6982,@Null@
6983,@Null@
6984,@1's Sách
6985,@Null@
6986,Tên
6987,Tác Giả
6988,Giới thiệu
6989,Bìa
6990,Tạo Sách
6991,Tạo
6992,"Chọn trang giấy, đặt theo thứ tự từ trái sang phải"
6993,Xóa trang giấy ở mục Tạo Trang
6994,Chọn sách và đặt vào hộp bên phải
6995,Không còn đủ chỗ trong túi hoặc trên thanh công cụ 
6996,Đặt những quyển sách tự tạo khác vào Túi của bạn
6997,Ghi tên sách và tác giả vào phần thông tin sách
6998,Ghi thông tin tác giả vào phần thông tin sách
6999,Ghi thông tin sách vào phần thông tin sách
7000,Đưa vào ít nhất 2 trang giấy để đóng sách
7001,@Null@
7002,@Null@
7300,Quay Lại
7301,Kho đầy. Vui lòng dọn dẹp kho.
7302,Huỷ
7303,Đến dọn dẹp
7304,"Kho đầy,  phần thưởng sẽ được gửi vào email."
7305,Toàn bộ
7306,Tính năng
7307,Mảnh
7308,Có thể nhận
7309,Dung lượng kho:
7310,Số lượng thú cưỡi đã đạt giới hạn. Vui lòng chờ bản cập nhật.
7311,Số lượng nhân vật đã đạt giới hạn. Vui lòng chờ bản cập nhật.
7312,Số lượng skin đã đạt giới hạn. Vui lòng chờ cập nhật.
7313,Số lượng sổ tay đã đạt giới hạn. Vui lòng chờ bản cập nhật.
7314,Thu hồi thành công
7315,Đã thêm vào tài khoản
7316,Tổng thu nhập thu hồi:
7317,Những vật dụng sau sẽ bị thu hồi ( Chỉ những vật đã được mở khóa)
7318,Kho đầy
7319,"Kho đầy, phần thưởng sẽ được gửi qua thư, hãy dọn dẹp kho để nhận thưởng."
7320,"Kho đầy, hãy dọn dẹp"
7321,Không thể kết nối mạng.
7322,Không tìm thấy map. Vui lòng kiểm tra mạng rồi thử lại.
7323,Không thể có được trạng thái online của Thư viện
7324,Mã kích hoạt
7325,"Mã kích hoạt của bạn là:@1,Mã kích hoạt hết hạn sau 5 phút."
7500,Cài đặt quay video
7501,"Bạn không phải là chủ phòng, chức năng quay video bị vô hiệu hóa"
7502,"Tệp ghi hình video đã đầy, vui lòng xóa bớt "
7503,Video đã được lưu
7504,"Tệp video đã đầy, chức năng quay video bị vô hiệu hóa"
7505,"Kho dữ liệu đầy, chức năng quay video bị vô hiệu "
7506,Dữ liệu trống còn ít hơn 50 MB
7507,Thời gian quay video chỉ còn ít hơn 1 phút
7508,"Tệp video đã đầy, video đã được lưu"
7509,Đang bật xem trước
7510,Tốc độ
7511,"Cài đặt cho máy quay chưa được lưu, bạn sẽ mất các cài đặt nếu bạn đóng lại, bạn có chắc chắn bạn muốn đóng lại cửa sổ này?"
7512,"Phụ đề chưa được lưu, bạn sẽ bị mất các cài đặt này nếu bạn đóng, bạn có chắc bạn muốn đóng cửa sồ này?"
7513,"Cài đặt âm nhạc chưa được lưu, bạn sẽ mất hết các cài đặt nếu bạn đóng cửa sổ này, bạn có chắc bạn muốn đóng lại?"
7514,Video của tôi
7515,Tải các file
7516,Tất cả các map
7517,Chỉnh sửa video
7518,Xem video
7520,Play
7521,Dừng
7522,Bắt đầu quay video
7523,Bạn có chắc bạn muốn dừng vào lưu đoạn video vừa quay?#r( Video sẽ được lưu vào mục Video đã lưu)
7524,Cài đặt máy quay đã được lưu
7525,Chỉnh cài đặt máy quay
7526,Những máy quay đã được liên kết
7527,Vui lòng cài đặt máy quay trước khi chỉnh sửa cài đặt của máy quay
7528,Chỉ dẫn
7529,Bắt đầu
7530,Hãy cài đặt cho phụ đề trước khi chỉnh sửa cài đặt máy quay
7531,Hãy cài đặt âm nhạc trước khi chỉnh sửa cài đặt máy quay
7532,@Null@
7533,"Xóa máy quay sẽ xóa tất cả những cài đặt của bạn cho máy quay, bạn có chắc bạn muốn tiếp tục?"
7534,Bắt đầu quay
7535,"Kết thúc quay video, lưu thành công"
7536,Bạn có chắc bạn muốn thoát Chỉnh sửa video?
7537,Chức năng lưu trữ video đang tạm thời đóng
7538,Chức năng lưu trữ video đang mở
7539,@Null@
7540,Chỉnh phụ đề
7541,Chữ
7542,Font chữ
7543,Độ
7544,Căn trên giữa
7545,Căn giữa
7546,Căn dưới
7547,Lớn
7548,Vừa
7549,Nhỏ
7550,Đến
7551,Bạn có chắc muốn xóa phụ đề này?
7552,Chỉnh âm nhạc
7553,Âm nhạc
7554,Lặp lại
7555,Bạn có muốn thoát khỏi chế độ xem trước
7556,Chọn nhạc
7557,Chọn nhạc dưới đây
7558,Bạn có chắc bạn muốn xóa nhạc?
7559,Bật xem trước
7560,"Video xem trước đã hết, bạn có muốn xem lại?"
7561,"Chữ không phù hợp, vui lòng thử lại"
7562,Xem map
7563,Người quay video
7564,Người tạo phòng
7565,Cho phép quay video
7566,Chủ phòng không cho phép quay video
7570,Quay video
7571,"Dung lượng video đã đầy, hãy xóa đi vài đoạn quay!"
7572,Play
7573,Xem trước
7574,Thêm camera
7575,Chỉnh sửa hiệu ứng
7576,Hiệu ứng
7577,Photographic Film
7578,Bubble
7579,Cloud
7580,Galaxy
7581,Shaking
7582,Petals
7583,"Hiệu ứng chưa được lưu, nếu đóng chức năng này ngay bạn sẽ mất hết những gì đã chỉnh sửa. Bạn có chắc muốn đóng? "
7584,Bạn có muốn chuyển tệp đã ghi hình @1 sang file video và lưu trong thư mục Video #r Dung lượng ước tính là @2 #r Thời gian chuyển đổi ước tính là @3 
7585,( Chú ý: Thời gian chuyển đổi file phụ thuộc vào độ dài của đoạn video. Hãy kiên nhẫn.)
7586,Bạn có chắc bạn muốn hủy xuất video? Click xác nhận để kết thúc xuất video.
7587,Xuất video sẽ mất khoảng @1
7588,"Xuất video thành công, đã lưu vào thư mục Video, hãy đóng cửa sổ xuất video. "
7589,Video này đã tồn tại
7590,Xuất video
7591,Vui lòng cài đặt máy quay trước khi chỉnh sửa cài đặt của máy quay
7999,@Null@
8000,Mở Khu Ô Nhiễm
8001,Bán kính Khu An Toàn 1
8002,Thời gian An Toàn 1
8003,Vào game giữa chừng
8004,Cài đặt Khu Ô Nhiễm
8005,Khu
8006,Chưa kích hoạt
8007,"1. Cài đặt kích thước map, luật chơi và mạng. Vào lại game để kích hoạt luật chơi. 
 2. Ngoài vòng đỏ là Khu Ô Nhiễm, trong vòng trắng là Khu An Toàn, ở tại Khu Ô Nhiễm sẽ bị sát thương
 3. Mỗi lượt sau thời gian an toàn Khu Ô Nhiễm từ vòng đỏ thu hẹp đến vòng trắng, tạo Khu An Toàn mới; thời gian an toàn sẽ ngắn hơn, sát thương Khu Ô Nhiễm sẽ cao hơn
 Thiên nhiên chịu sự ô nhiễm ngày càng nặng, bảo vệ môi trường là trách nhiệm của mọi người"
8008,Đã có
8009,Mua thú cưỡi
8010,Tăng Lv thú cưỡi
8011,sau Khu Ô Nhiễm bắt đầu thu hẹp
8012,sau Khu Ô Nhiễm hoàn thành thu hẹp
8013,Sinh tồn
8014,Đang dùng
8015,Khu Ô Nhiễm đang thu hẹp
8016,Tiệm Skin
8017,Khuyến mãi!
8018,Tổng hợp
8019,Khu An Toàn
8020,Khu An Toàn đã thu nhỏ nhất
8021,Khu An Toàn mới đã được tạo
8022,Khu Ô Nhiễm bắt đầu thu hẹp
8023,Nhân Loại chiến thắng!
8024,Dã Nhân Chiến Thắng!
8025,"Đã bị chọn, hãy đợi hồi sinh, sau khi hồi sinh bạn sẽ biến thành Dã Nhân. Người chơi khác hãy chay ngay đi!"
8026,"Bị thành Dã Nhân rồi, mau tìm người may mắn nào!"
8027,Số mạng cả đội dùng chung
8028,"Quá đỉnh, ta là top 1"
8029,Cố lên nào
8030,Xếp Hạng
8031,Chiến Thắng
8032,Hạng
8033,"Phòng này không được phép vào giữa chừng, hãy thử phòng khác"
8034,Đã gục ngã ngoài Khu An Toàn.
8035,Rương bổ sung ngẫu nhiên
8036,Gục ngã rồi.
8037,Tự do xem
8038,Theo dõi màn hình
8039,Có thể đổi
8040,Loại xem
8041,Rời khỏi
8042,Xem
8043,@self đã bị tan chảy trong laser..
8044,Khởi động lại: Vô hiệu quá không có hiệu lực
8045,Thanh công cụ đã đầy
8046,@Null@
8047,@Null@
8200,@Null@
8499,@Null@
8500,@Null@
8501,Cài đặt thuộc tính
8502,Thuộc tính
8503,:
8504,Biên tập
8505,Thêm thuộc tính
8506,Chọn thuộc tính
8507,Thông dụng
8508,Vật ném
8509,Phân loại 3
8510,Phân loại 4
8511,Phân loại 5
8512,Cài đặt thuộc tính cho công cụ
8520,Loại thuộc tính
8521,Nhấp mục tiêu
8522,Không có mục tiêu
8523,Vật ném kích hoạt
8524,Sử dụng phím
8525,Phím trái/Nhấp màng hình
8526,Phím phái/Nhấp màng hình
8527,Phím phái/Sử dụng nút
8528,Chế độ tụ lực
8529,Không tụ lực
8530,Khi tụ lực có thể thi triển
8531,Tụ lực đầy mới được thi triển
8532,Tụ lực đầy tự động thi triển
8533,Tốc độ di chuyển khi tụ lực
8534,CD
8535,Sử dụng khoảng cách
8536,Loại tiêu hao
8537,Độ bền
8538,Điểm đói
8539,Đạn dược
8540,Giá trị tiêu hao
8541,Đạn dược
8542,Loại mục tiêu
8543,Sinh vật
8544,Khối vuông
8545,Loại mục tiêu
8546,Tất cả sinh vật
8547,Quái vật
8548,Động vật
8549,Động vật hiếm
8550,Sinh vật thủy sinh
8551,Công cụ di động
8552,Dân làng
8553,Boss
8554,NPC
8555,Sinh vật bay
8556,Tất cả khối vuông
8557,Loại Gỗ
8558,Loại Đá 
8559,Loại Đất
8560,Lá và len
8561,Mục tiêu chính xác
8562,Mục tiêu đội
8563,Bất kỳ
8564,Cùng đội
8565,Khác đội
8566,Đánh dấu loại đặc biệt
8567,Loại phạm vi
8568,Chiều dài phạm vi
8569,Chiều rộng phạm vi
8570,Chiều dài phạm vi
8571,Chiều rộng phạm vi
8572,Chiều cao phạm vi
8573,Loại hiệu quả
8574,Phá hủy
8575,Đặt
8576,Thay thế
8577,Có rơi hay không
8578,Không rơi
8579,Rơi
8580,Khối vuông
8581,Loại sát thương
8582,Cận chiến
8583,Tầm xa
8584,Nổ
8585,Cháy
8586,Trúng độc
8587,Hỗn loạn
8588,Giá trị sát thương
8589,Lực đánh lùi
8590,Lực đánh bay
8591,Triệu hồi sinh vật
8592,Số lượng triệu hồi
8593,Có theo hay không
8594,Không theo
8595,Theo
8596,Thời lượng
8597,Tăng Sức Mạnh
8598,Thời gian
8599,Tỷ lệ thêm
8600,Vật ném
8601,Tăng tốc ban đầu
8602,Loại điều trị
8603,HP
8604,Độ đói
8605,Sức chịu đói
8606,Bắn 1 đối tượng
8607,Chùm Tia
8608,Bắn Khu Vực
8609,Điểm oxy
8610,Điểm hồi phục
8611,Thời gian tụ lực
8612,Đặc tính của vật phẩm
8613,Chọn vật ném/bắn: 
8614,Chọn phản ứng: 
8615,Cài đặt khối vuông khi bị phá hủy có rơi ra vật phẩm hay không.
8616,Chọn chế độ tụ lực: 
8617,Chọn loại thuộc tính: 
8618,Chọn khối mục tiêu: 
8619,Chọn khả năng: 
8620,Chọn loại khả năng tiêu hao: 
8621,Chọn loại sát thương: 
8622,Cài đặt sinh vật triệu hồi có chiến đấu cùng chủ nhân hay không.
8623,Cài đặt giới hạn mục tiêu đội: 
8624,Khối vuông tự nhiên
8625,Chọn một vật phẩm
